,id,content,tokens,features,sentiment
207,wedy,"Yay, the third special Wedy Bridal Month video came out! DO IT Yourself - INVITATION FOR MODELS < 3 * Link in the comments *","['yay', 'third', 'special', 'wedy', 'bridal', 'month', 'video', 'came', 'invitation', 'models', '3', 'link', 'comments']","{'length': 80, 'lexdiv': 1.0, 'longestword': 'invitation', 'unigram(yay)': True, 'unigram(third)': True, 'unigram(special)': True, 'unigram(wedy)': True, 'unigram(bridal)': True, 'unigram(month)': True, 'unigram(video)': True, 'unigram(came)': True, 'unigram(invitation)': True, 'unigram(models)': True, 'unigram(3)': True, 'unigram(link)': True, 'unigram(comments)': True, ""bigram(('yay', 'third'))"": True, ""bigram(('third', 'special'))"": True, ""bigram(('special', 'wedy'))"": True, ""bigram(('wedy', 'bridal'))"": True, ""bigram(('bridal', 'month'))"": True, ""bigram(('month', 'video'))"": True, ""bigram(('video', 'came'))"": True, ""bigram(('came', 'invitation'))"": True, ""bigram(('invitation', 'models'))"": True, ""bigram(('models', '3'))"": True, ""bigram(('3', 'link'))"": True, ""bigram(('link', 'comments'))"": True, ""trigram(('yay', 'third', 'special'))"": True, ""trigram(('third', 'special', 'wedy'))"": True, ""trigram(('special', 'wedy', 'bridal'))"": True, ""trigram(('wedy', 'bridal', 'month'))"": True, ""trigram(('bridal', 'month', 'video'))"": True, ""trigram(('month', 'video', 'came'))"": True, ""trigram(('video', 'came', 'invitation'))"": True, ""trigram(('came', 'invitation', 'models'))"": True, ""trigram(('invitation', 'models', '3'))"": True, ""trigram(('models', '3', 'link'))"": True, ""trigram(('3', 'link', 'comments'))"": True}",surprise
208,cris-jony,Time goes by fast when you're about to come true a great dream! But at the same time it seems that not enough rsrsrs you are also feeling ambiguously so?!,"['time', 'goes', 'fast', 'youre', 'come', 'true', 'great', 'dream', 'time', 'seems', 'enough', 'rsrsrs', 'also', 'feeling', 'ambiguously']","{'length': 92, 'lexdiv': 0.9333333333333333, 'longestword': 'ambiguously', 'repeats(time)': 2, 'unigram(time)': True, 'unigram(goes)': True, 'unigram(fast)': True, 'unigram(youre)': True, 'unigram(come)': True, 'unigram(true)': True, 'unigram(great)': True, 'unigram(dream)': True, 'unigram(seems)': True, 'unigram(enough)': True, 'unigram(rsrsrs)': True, 'unigram(also)': True, 'unigram(feeling)': True, 'unigram(ambiguously)': True, ""bigram(('time', 'goes'))"": True, ""bigram(('goes', 'fast'))"": True, ""bigram(('fast', 'youre'))"": True, ""bigram(('youre', 'come'))"": True, ""bigram(('come', 'true'))"": True, ""bigram(('true', 'great'))"": True, ""bigram(('great', 'dream'))"": True, ""bigram(('dream', 'time'))"": True, ""bigram(('time', 'seems'))"": True, ""bigram(('seems', 'enough'))"": True, ""bigram(('enough', 'rsrsrs'))"": True, ""bigram(('rsrsrs', 'also'))"": True, ""bigram(('also', 'feeling'))"": True, ""bigram(('feeling', 'ambiguously'))"": True, ""trigram(('time', 'goes', 'fast'))"": True, ""trigram(('goes', 'fast', 'youre'))"": True, ""trigram(('fast', 'youre', 'come'))"": True, ""trigram(('youre', 'come', 'true'))"": True, ""trigram(('come', 'true', 'great'))"": True, ""trigram(('true', 'great', 'dream'))"": True, ""trigram(('great', 'dream', 'time'))"": True, ""trigram(('dream', 'time', 'seems'))"": True, ""trigram(('time', 'seems', 'enough'))"": True, ""trigram(('seems', 'enough', 'rsrsrs'))"": True, ""trigram(('enough', 'rsrsrs', 'also'))"": True, ""trigram(('rsrsrs', 'also', 'feeling'))"": True, ""trigram(('also', 'feeling', 'ambiguously'))"": True}",relief
209,souza-robert,Looking forward to the big day.,"['looking', 'forward', 'big', 'day']","{'length': 23, 'lexdiv': 1.0, 'longestword': 'forward', 'unigram(looking)': True, 'unigram(forward)': True, 'unigram(big)': True, 'unigram(day)': True, ""bigram(('looking', 'forward'))"": True, ""bigram(('forward', 'big'))"": True, ""bigram(('big', 'day'))"": True, ""trigram(('looking', 'forward', 'big'))"": True, ""trigram(('forward', 'big', 'day'))"": True}",love
210,marina-lucas-2020,Can someone help me like that public and people can see my wedding site?,"['someone', 'help', 'like', 'public', 'people', 'see', 'wedding', 'site']","{'length': 48, 'lexdiv': 1.0, 'longestword': 'wedding', 'unigram(someone)': True, 'unigram(help)': True, 'unigram(like)': True, 'unigram(public)': True, 'unigram(people)': True, 'unigram(see)': True, 'unigram(wedding)': True, 'unigram(site)': True, ""bigram(('someone', 'help'))"": True, ""bigram(('help', 'like'))"": True, ""bigram(('like', 'public'))"": True, ""bigram(('public', 'people'))"": True, ""bigram(('people', 'see'))"": True, ""bigram(('see', 'wedding'))"": True, ""bigram(('wedding', 'site'))"": True, ""trigram(('someone', 'help', 'like'))"": True, ""trigram(('help', 'like', 'public'))"": True, ""trigram(('like', 'public', 'people'))"": True, ""trigram(('public', 'people', 'see'))"": True, ""trigram(('people', 'see', 'wedding'))"": True, ""trigram(('see', 'wedding', 'site'))"": True}",surprise
211,viviconrado,"People started the site, I thought it would be difficult but the tool is wonderful!!! I love it!","['people', 'started', 'site', 'thought', 'would', 'difficult', 'tool', 'wonderful', 'love']","{'length': 63, 'lexdiv': 1.0, 'longestword': 'wonderful', 'unigram(people)': True, 'unigram(started)': True, 'unigram(site)': True, 'unigram(thought)': True, 'unigram(would)': True, 'unigram(difficult)': True, 'unigram(tool)': True, 'unigram(wonderful)': True, 'unigram(love)': True, ""bigram(('people', 'started'))"": True, ""bigram(('started', 'site'))"": True, ""bigram(('site', 'thought'))"": True, ""bigram(('thought', 'would'))"": True, ""bigram(('would', 'difficult'))"": True, ""bigram(('difficult', 'tool'))"": True, ""bigram(('tool', 'wonderful'))"": True, ""bigram(('wonderful', 'love'))"": True, ""trigram(('people', 'started', 'site'))"": True, ""trigram(('started', 'site', 'thought'))"": True, ""trigram(('site', 'thought', 'would'))"": True, ""trigram(('thought', 'would', 'difficult'))"": True, ""trigram(('would', 'difficult', 'tool'))"": True, ""trigram(('difficult', 'tool', 'wonderful'))"": True, ""trigram(('tool', 'wonderful', 'love'))"": True}",relief
212,daniandre27,Rustic DIY Inside put 4 informations in a small pocket. Outside has the individual TAG with lace jute and waxed yarn.,"['rustic', 'diy', 'inside', 'put', '4', 'informations', 'small', 'pocket', 'outside', 'individual', 'tag', 'lace', 'jute', 'waxed', 'yarn']","{'length': 93, 'lexdiv': 1.0, 'longestword': 'informations', 'unigram(rustic)': True, 'unigram(diy)': True, 'unigram(inside)': True, 'unigram(put)': True, 'unigram(4)': True, 'unigram(informations)': True, 'unigram(small)': True, 'unigram(pocket)': True, 'unigram(outside)': True, 'unigram(individual)': True, 'unigram(tag)': True, 'unigram(lace)': True, 'unigram(jute)': True, 'unigram(waxed)': True, 'unigram(yarn)': True, ""bigram(('rustic', 'diy'))"": True, ""bigram(('diy', 'inside'))"": True, ""bigram(('inside', 'put'))"": True, ""bigram(('put', '4'))"": True, ""bigram(('4', 'informations'))"": True, ""bigram(('informations', 'small'))"": True, ""bigram(('small', 'pocket'))"": True, ""bigram(('pocket', 'outside'))"": True, ""bigram(('outside', 'individual'))"": True, ""bigram(('individual', 'tag'))"": True, ""bigram(('tag', 'lace'))"": True, ""bigram(('lace', 'jute'))"": True, ""bigram(('jute', 'waxed'))"": True, ""bigram(('waxed', 'yarn'))"": True, ""trigram(('rustic', 'diy', 'inside'))"": True, ""trigram(('diy', 'inside', 'put'))"": True, ""trigram(('inside', 'put', '4'))"": True, ""trigram(('put', '4', 'informations'))"": True, ""trigram(('4', 'informations', 'small'))"": True, ""trigram(('informations', 'small', 'pocket'))"": True, ""trigram(('small', 'pocket', 'outside'))"": True, ""trigram(('pocket', 'outside', 'individual'))"": True, ""trigram(('outside', 'individual', 'tag'))"": True, ""trigram(('individual', 'tag', 'lace'))"": True, ""trigram(('tag', 'lace', 'jute'))"": True, ""trigram(('lace', 'jute', 'waxed'))"": True, ""trigram(('jute', 'waxed', 'yarn'))"": True}",hate
213,alessandra-maxwell,"Well, what do you know? Today I can say that I count down to my wedding day. 367 days to go! It comes May 23, 2020.","['well', 'know', 'today', 'say', 'count', 'wedding', 'day', '367', 'days', 'go', 'comes', 'may', '23', '2020']","{'length': 67, 'lexdiv': 1.0, 'longestword': 'wedding', 'repeats(day)': 3, 'unigram(well)': True, 'unigram(know)': True, 'unigram(today)': True, 'unigram(say)': True, 'unigram(count)': True, 'unigram(wedding)': True, 'unigram(day)': True, 'unigram(367)': True, 'unigram(days)': True, 'unigram(go)': True, 'unigram(comes)': True, 'unigram(may)': True, 'unigram(23)': True, 'unigram(2020)': True, ""bigram(('well', 'know'))"": True, ""bigram(('know', 'today'))"": True, ""bigram(('today', 'say'))"": True, ""bigram(('say', 'count'))"": True, ""bigram(('count', 'wedding'))"": True, ""bigram(('wedding', 'day'))"": True, ""bigram(('day', '367'))"": True, ""bigram(('367', 'days'))"": True, ""bigram(('days', 'go'))"": True, ""bigram(('go', 'comes'))"": True, ""bigram(('comes', 'may'))"": True, ""bigram(('may', '23'))"": True, ""bigram(('23', '2020'))"": True, ""trigram(('well', 'know', 'today'))"": True, ""trigram(('know', 'today', 'say'))"": True, ""trigram(('today', 'say', 'count'))"": True, ""trigram(('say', 'count', 'wedding'))"": True, ""trigram(('count', 'wedding', 'day'))"": True, ""trigram(('wedding', 'day', '367'))"": True, ""trigram(('day', '367', 'days'))"": True, ""trigram(('367', 'days', 'go'))"": True, ""trigram(('days', 'go', 'comes'))"": True, ""trigram(('go', 'comes', 'may'))"": True, ""trigram(('comes', 'may', '23'))"": True, ""trigram(('may', '23', '2020'))"": True}",happiness
214,robson-raquel-2019-bodas,It was all beautiful wonderful day!!!,"['beautiful', 'wonderful', 'day']","{'length': 23, 'lexdiv': 1.0, 'longestword': 'wonderful', 'unigram(beautiful)': True, 'unigram(wonderful)': True, 'unigram(day)': True, ""bigram(('beautiful', 'wonderful'))"": True, ""bigram(('wonderful', 'day'))"": True, ""trigram(('beautiful', 'wonderful', 'day'))"": True}",love
215,robson-raquel-2019-bodas,Very good!!,['good'],"{'length': 4, 'lexdiv': 1.0, 'longestword': 'good', 'unigram(good)': True}",happiness
216,eliane-raz,I me marries blond man tall skinny black toothpick yeah he me want I he home later,"['marries', 'blond', 'man', 'tall', 'skinny', 'black', 'toothpick', 'yeah', 'want', 'home', 'later']","{'length': 66, 'lexdiv': 1.0, 'longestword': 'toothpick', 'unigram(marries)': True, 'unigram(blond)': True, 'unigram(man)': True, 'unigram(tall)': True, 'unigram(skinny)': True, 'unigram(black)': True, 'unigram(toothpick)': True, 'unigram(yeah)': True, 'unigram(want)': True, 'unigram(home)': True, 'unigram(later)': True, ""bigram(('marries', 'blond'))"": True, ""bigram(('blond', 'man'))"": True, ""bigram(('man', 'tall'))"": True, ""bigram(('tall', 'skinny'))"": True, ""bigram(('skinny', 'black'))"": True, ""bigram(('black', 'toothpick'))"": True, ""bigram(('toothpick', 'yeah'))"": True, ""bigram(('yeah', 'want'))"": True, ""bigram(('want', 'home'))"": True, ""bigram(('home', 'later'))"": True, ""trigram(('marries', 'blond', 'man'))"": True, ""trigram(('blond', 'man', 'tall'))"": True, ""trigram(('man', 'tall', 'skinny'))"": True, ""trigram(('tall', 'skinny', 'black'))"": True, ""trigram(('skinny', 'black', 'toothpick'))"": True, ""trigram(('black', 'toothpick', 'yeah'))"": True, ""trigram(('toothpick', 'yeah', 'want'))"": True, ""trigram(('yeah', 'want', 'home'))"": True, ""trigram(('want', 'home', 'later'))"": True}",hate
217,milenastanley,This is the day we choose to be the happiest of our lives < 3 Only comes October!!,"['day', 'choose', 'happiest', 'lives', '3', 'comes', 'october']","{'length': 41, 'lexdiv': 1.0, 'longestword': 'happiest', 'unigram(day)': True, 'unigram(choose)': True, 'unigram(happiest)': True, 'unigram(lives)': True, 'unigram(3)': True, 'unigram(comes)': True, 'unigram(october)': True, ""bigram(('day', 'choose'))"": True, ""bigram(('choose', 'happiest'))"": True, ""bigram(('happiest', 'lives'))"": True, ""bigram(('lives', '3'))"": True, ""bigram(('3', 'comes'))"": True, ""bigram(('comes', 'october'))"": True, ""trigram(('day', 'choose', 'happiest'))"": True, ""trigram(('choose', 'happiest', 'lives'))"": True, ""trigram(('happiest', 'lives', '3'))"": True, ""trigram(('lives', '3', 'comes'))"": True, ""trigram(('3', 'comes', 'october'))"": True}",surprise
218,pamela-yan,"Good morning, brides. Do you think a princess dress is a match for strapped or loose hair? I have doubts about what gets better","['good', 'morning', 'brides', 'think', 'princess', 'dress', 'match', 'strapped', 'loose', 'hair', 'doubts', 'gets', 'better']","{'length': 85, 'lexdiv': 1.0, 'longestword': 'strapped', 'unigram(good)': True, 'unigram(morning)': True, 'unigram(brides)': True, 'unigram(think)': True, 'unigram(princess)': True, 'unigram(dress)': True, 'unigram(match)': True, 'unigram(strapped)': True, 'unigram(loose)': True, 'unigram(hair)': True, 'unigram(doubts)': True, 'unigram(gets)': True, 'unigram(better)': True, ""bigram(('good', 'morning'))"": True, ""bigram(('morning', 'brides'))"": True, ""bigram(('brides', 'think'))"": True, ""bigram(('think', 'princess'))"": True, ""bigram(('princess', 'dress'))"": True, ""bigram(('dress', 'match'))"": True, ""bigram(('match', 'strapped'))"": True, ""bigram(('strapped', 'loose'))"": True, ""bigram(('loose', 'hair'))"": True, ""bigram(('hair', 'doubts'))"": True, ""bigram(('doubts', 'gets'))"": True, ""bigram(('gets', 'better'))"": True, ""trigram(('good', 'morning', 'brides'))"": True, ""trigram(('morning', 'brides', 'think'))"": True, ""trigram(('brides', 'think', 'princess'))"": True, ""trigram(('think', 'princess', 'dress'))"": True, ""trigram(('princess', 'dress', 'match'))"": True, ""trigram(('dress', 'match', 'strapped'))"": True, ""trigram(('match', 'strapped', 'loose'))"": True, ""trigram(('strapped', 'loose', 'hair'))"": True, ""trigram(('loose', 'hair', 'doubts'))"": True, ""trigram(('hair', 'doubts', 'gets'))"": True, ""trigram(('doubts', 'gets', 'better'))"": True}",happiness
219,tainara-raul,100,['100'],"{'length': 3, 'lexdiv': 1.0, 'longestword': '100', 'unigram(100)': True}",neutral
220,alexandre-graziele,We are very happy!,['happy'],"{'length': 5, 'lexdiv': 1.0, 'longestword': 'happy', 'unigram(happy)': True}",love
221,rafael-mariana-2020,"I love you. I love you. With all the letters, words and pronunciations. In all languages and accents. In every way and way. With all the circumstances and motives. I just love you.","['love', 'love', 'letters', 'words', 'pronunciations', 'languages', 'accents', 'every', 'way', 'way', 'circumstances', 'motives', 'love']","{'length': 97, 'lexdiv': 0.7692307692307693, 'longestword': 'pronunciations', 'repeats(love)': 3, 'repeats(way)': 2, 'unigram(love)': True, 'unigram(letters)': True, 'unigram(words)': True, 'unigram(pronunciations)': True, 'unigram(languages)': True, 'unigram(accents)': True, 'unigram(every)': True, 'unigram(way)': True, 'unigram(circumstances)': True, 'unigram(motives)': True, ""bigram(('love', 'love'))"": True, ""bigram(('love', 'letters'))"": True, ""bigram(('letters', 'words'))"": True, ""bigram(('words', 'pronunciations'))"": True, ""bigram(('pronunciations', 'languages'))"": True, ""bigram(('languages', 'accents'))"": True, ""bigram(('accents', 'every'))"": True, ""bigram(('every', 'way'))"": True, ""bigram(('way', 'way'))"": True, ""bigram(('way', 'circumstances'))"": True, ""bigram(('circumstances', 'motives'))"": True, ""bigram(('motives', 'love'))"": True, ""trigram(('love', 'love', 'letters'))"": True, ""trigram(('love', 'letters', 'words'))"": True, ""trigram(('letters', 'words', 'pronunciations'))"": True, ""trigram(('words', 'pronunciations', 'languages'))"": True, ""trigram(('pronunciations', 'languages', 'accents'))"": True, ""trigram(('languages', 'accents', 'every'))"": True, ""trigram(('accents', 'every', 'way'))"": True, ""trigram(('every', 'way', 'way'))"": True, ""trigram(('way', 'way', 'circumstances'))"": True, ""trigram(('way', 'circumstances', 'motives'))"": True, ""trigram(('circumstances', 'motives', 'love'))"": True}",love
222,isabella-fabio-2019,Sensational site! I love it!,"['sensational', 'site', 'love']","{'length': 21, 'lexdiv': 1.0, 'longestword': 'sensational', 'unigram(sensational)': True, 'unigram(site)': True, 'unigram(love)': True, ""bigram(('sensational', 'site'))"": True, ""bigram(('site', 'love'))"": True, ""trigram(('sensational', 'site', 'love'))"": True}",love
223,fabrinie-maycon,First picture of the couple together. Why the first one was with his family all gathered together. Rsrs. I died of shame! 😋 I went to meet the Cruch and face the whole family still RS,"['first', 'picture', 'couple', 'together', 'first', 'one', 'family', 'gathered', 'together', 'rsrs', 'died', 'shame', '😋', 'went', 'meet', 'cruch', 'face', 'whole', 'family', 'still', 'rs']","{'length': 125, 'lexdiv': 0.8571428571428571, 'longestword': 'together', 'repeats(first)': 2, 'repeats(together)': 2, 'repeats(family)': 2, 'repeats(rs)': 5, 'unigram(first)': True, 'unigram(picture)': True, 'unigram(couple)': True, 'unigram(together)': True, 'unigram(one)': True, 'unigram(family)': True, 'unigram(gathered)': True, 'unigram(rsrs)': True, 'unigram(died)': True, 'unigram(shame)': True, 'unigram(😋)': True, 'unigram(went)': True, 'unigram(meet)': True, 'unigram(cruch)': True, 'unigram(face)': True, 'unigram(whole)': True, 'unigram(still)': True, 'unigram(rs)': True, ""bigram(('first', 'picture'))"": True, ""bigram(('picture', 'couple'))"": True, ""bigram(('couple', 'together'))"": True, ""bigram(('together', 'first'))"": True, ""bigram(('first', 'one'))"": True, ""bigram(('one', 'family'))"": True, ""bigram(('family', 'gathered'))"": True, ""bigram(('gathered', 'together'))"": True, ""bigram(('together', 'rsrs'))"": True, ""bigram(('rsrs', 'died'))"": True, ""bigram(('died', 'shame'))"": True, ""bigram(('shame', '😋'))"": True, ""bigram(('😋', 'went'))"": True, ""bigram(('went', 'meet'))"": True, ""bigram(('meet', 'cruch'))"": True, ""bigram(('cruch', 'face'))"": True, ""bigram(('face', 'whole'))"": True, ""bigram(('whole', 'family'))"": True, ""bigram(('family', 'still'))"": True, ""bigram(('still', 'rs'))"": True, ""trigram(('first', 'picture', 'couple'))"": True, ""trigram(('picture', 'couple', 'together'))"": True, ""trigram(('couple', 'together', 'first'))"": True, ""trigram(('together', 'first', 'one'))"": True, ""trigram(('first', 'one', 'family'))"": True, ""trigram(('one', 'family', 'gathered'))"": True, ""trigram(('family', 'gathered', 'together'))"": True, ""trigram(('gathered', 'together', 'rsrs'))"": True, ""trigram(('together', 'rsrs', 'died'))"": True, ""trigram(('rsrs', 'died', 'shame'))"": True, ""trigram(('died', 'shame', '😋'))"": True, ""trigram(('shame', '😋', 'went'))"": True, ""trigram(('😋', 'went', 'meet'))"": True, ""trigram(('went', 'meet', 'cruch'))"": True, ""trigram(('meet', 'cruch', 'face'))"": True, ""trigram(('cruch', 'face', 'whole'))"": True, ""trigram(('face', 'whole', 'family'))"": True, ""trigram(('whole', 'family', 'still'))"": True, ""trigram(('family', 'still', 'rs'))"": True}",surprise
